run,restarts,r-value,score
31,5,100,6152.0
32,5,100,6368.404494382023
33,5,100,6387.921348314607
34,5,100,5504.370786516854
35,5,100,6250.0
36,5,100,6038.606741573034
37,5,100,6177.2808988764045
38,5,100,6603.483146067416
39,5,100,6140.0
40,5,100,6046.887640449438
41,5,100,3125.5842696629215
42,5,100,4920.134831460674
43,5,100,5136.573033707865
44,5,100,6333.640449438202
45,5,100,2379.3483146067415
46,5,100,5644.089887640449
47,5,100,2482.7078651685397
48,5,100,6461.044943820225
49,5,100,6311.640449438202
50,5,100,6144.2808988764045
51,5,100,6418.842696629214
52,5,100,6279.76404494382
53,5,100,6380.842696629214
54,5,100,6510.2808988764045
55,5,100,6156.3258426966295
56,5,100,6409.921348314607
57,5,100,6104.247191011236
58,5,100,6069.0
59,5,100,6397.640449438202
60,5,100,6141.640449438202
61,5,100,5513.370786516854
62,5,100,6378.0
63,5,100,3865.820224719101
64,5,100,4238.898876404494
65,5,100,3356.303370786517
66,5,100,6468.483146067416
67,5,100,6272.404494382023
68,5,100,6118.640449438202
69,5,100,6434.842696629214
70,5,100,6435.640449438202
71,5,100,6015.0
72,5,100,6371.0
73,5,100,6149.3258426966295
74,5,100,5996.0
75,5,100,5983.887640449438
76,5,100,6457.404494382023
77,5,100,6251.2808988764045
78,5,100,6286.0
79,5,100,6347.2808988764045
80,5,100,4645.056179775281
81,5,100,6466.0
82,5,100,3341.303370786517
83,5,100,6572.640449438202
84,5,100,6077.0
85,5,100,6386.404494382023
86,5,100,6187.0
87,5,100,5643.089887640449
88,5,100,2385.3483146067415
89,5,100,6263.0
90,5,100,6563.561797752809
91,5,100,6089.247191011236
92,5,100,6668.2808988764045
93,5,100,6568.640449438202
94,5,100,6611.640449438202
95,5,100,6506.2808988764045
96,5,100,2486.7078651685397
97,5,100,6338.685393258427
98,5,100,4103.539325842697
99,5,100,6229.0
100,5,100,6050.640449438202
101,5,100,1185.6741573033707
102,5,100,4670.056179775281
103,5,100,6730.202247191011
104,5,100,5976.606741573034
105,5,100,6090.685393258427
106,5,100,5262.932584269663
107,5,100,4839.775280898876
108,5,100,6401.640449438202
109,5,100,5585.011235955056
110,5,100,6108.640449438202
111,5,100,6361.0
112,5,100,6101.966292134832
113,5,100,6138.0
114,5,100,5690.089887640449
115,5,100,1298.0337078651685
116,5,100,2385.3483146067415
117,5,100,6293.640449438202
118,5,100,2374.3483146067415
119,5,100,6173.3258426966295
120,5,100,2382.3483146067415
121,5,100,6110.640449438202
122,5,100,2488.7078651685397
123,5,100,5459.651685393258
124,5,100,6417.561797752809
125,5,100,5383.292134831461
126,5,100,6466.640449438202
127,5,100,6470.123595505618
128,5,100,6376.123595505618
129,5,100,6364.921348314607
130,5,100,1294.0337078651685
1,5,500,6731.640449438202
2,5,500,1314.0337078651685
3,5,500,6222.0
4,5,500,6703.0
5,5,500,3461.6629213483147
6,5,500,3563.0224719101125
7,5,500,6619.76404494382
8,5,500,4303.258426966292
9,5,500,6705.640449438202
10,5,500,6105.0
11,5,500,6528.0
12,5,500,6402.0
13,5,500,6391.640449438202
14,5,500,6415.921348314607
15,5,500,6401.044943820225
16,5,500,5836.808988764045
17,5,500,6611.921348314607
18,5,500,1299.0337078651685
19,5,500,6281.966292134832
20,5,500,4302.258426966292
21,5,500,6726.921348314607
22,5,500,5064.494382022472
23,5,500,6344.0
24,5,500,2481.7078651685397
25,5,500,6737.921348314607
26,5,500,3345.303370786517
27,5,500,2594.067415730337
28,5,500,6520.0
29,5,500,5980.168539325843
30,5,500,6881.2808988764045
31,5,500,6400.0
1,5,1000,4211.898876404494
2,5,1000,1314.0337078651685
3,5,1000,3564.0224719101125
4,5,1000,6620.640449438202
5,5,1000,6647.0
6,5,1000,6656.123595505618
7,5,1000,6497.0
8,5,1000,6516.640449438202
9,5,1000,6144.247191011236
10,5,1000,6806.2808988764045
11,5,1000,4541.977528089888
12,5,1000,5045.494382022472
13,5,1000,6271.966292134832
14,5,1000,6882.2808988764045
15,5,1000,6644.640449438202
16,5,1000,6700.640449438202
1,10,100,6559.2808988764045
2,10,100,6208.2808988764045
3,10,100,6232.3258426966295
4,10,100,6143.0
5,10,100,3558.0224719101125
6,10,100,4740.415730337079
7,10,100,5561.011235955056
8,10,100,6825.561797752809
9,10,100,6121.247191011236
10,10,100,6400.76404494382
11,10,100,5668.089887640449
12,10,100,6326.0
13,10,100,5399.292134831461
14,10,100,6346.561797752809
15,10,100,6249.685393258427
16,10,100,4850.775280898876
17,10,100,6467.842696629214
18,10,100,4725.415730337079
19,10,100,4300.258426966292
20,10,100,6052.887640449438
21,10,100,5562.011235955056
22,10,100,6376.202247191011
23,10,100,5989.168539325843
24,10,100,4742.415730337079
25,10,100,3357.303370786517
26,10,100,3365.303370786517
27,10,100,4510.977528089888
28,10,100,6586.921348314607
29,10,100,6341.0
30,10,100,6614.202247191011
31,10,100,6430.640449438202
32,10,100,6299.0
33,10,100,3559.0224719101125
34,10,100,6386.640449438202
35,10,100,1297.0337078651685
36,10,100,3446.6629213483147
37,10,100,6450.404494382023
38,10,100,6340.921348314607
39,10,100,1407.3932584269662
40,10,100,5989.887640449438
41,10,100,5398.292134831461
42,10,100,6507.561797752809
43,10,100,5558.011235955056
44,10,100,6359.76404494382
45,10,100,6314.0
46,10,100,6500.123595505618
47,10,100,6314.685393258427
48,10,100,6296.685393258427
49,10,100,6401.76404494382
50,10,100,5848.808988764045
51,10,100,2493.7078651685397
52,10,100,5463.651685393258
53,10,100,3453.6629213483147
54,10,100,6413.640449438202
55,10,100,6325.685393258427
56,10,100,6292.0
57,10,100,6104.247191011236
58,10,100,4216.898876404494
59,10,100,6569.640449438202
60,10,100,6690.921348314607
61,10,100,6453.640449438202
62,10,100,5348.292134831461
63,10,100,6479.921348314607
64,10,100,6570.561797752809
65,10,100,6522.921348314607
66,10,100,6274.640449438202
67,10,100,6789.921348314607
68,10,100,6499.404494382023
69,10,100,4081.5393258426966
70,10,100,5181.573033707865
71,10,100,6595.921348314607
72,10,100,3476.6629213483147
73,10,100,6460.640449438202
74,10,100,4647.056179775281
75,10,100,2492.7078651685397
76,10,100,6458.123595505618
77,10,100,6551.2808988764045
78,10,100,5962.168539325843
79,10,100,6136.640449438202
1,10,500,6358.0
2,10,500,2708.426966292135
3,10,500,6479.0
4,10,500,6219.0
5,10,500,6760.640449438202
6,10,500,6308.0
7,10,500,5384.292134831461
8,10,500,6751.561797752809
9,10,500,6716.921348314607
10,10,500,5468.651685393258
11,10,500,6698.202247191011
12,10,500,3559.0224719101125
13,10,500,6664.0
1,10,1000,6554.685393258427
2,10,1000,6322.0
3,10,1000,6749.842696629214
4,10,1000,6227.0
5,10,1000,2600.067415730337
6,10,1000,6672.640449438202
7,10,1000,3668.38202247191
8,10,1000,6797.640449438202
1,20,100,6553.921348314607
2,20,100,6525.0
3,20,100,6161.0
4,20,100,6575.561797752809
5,20,100,4943.134831460674
6,20,100,6721.2808988764045
7,20,100,6700.921348314607
8,20,100,6388.044943820225
9,20,100,6719.2808988764045
10,20,100,6387.640449438202
11,20,100,6726.2808988764045
12,20,100,4765.415730337079
13,20,100,6480.2808988764045
14,20,100,5976.168539325843
15,20,100,6365.0
16,20,100,5976.168539325843
17,20,100,6460.404494382023
18,20,100,5793.730337078652
19,20,100,6776.2808988764045
20,20,100,6266.0
21,20,100,6003.887640449438
22,20,100,6287.0
23,20,100,6597.123595505618
24,20,100,6684.640449438202
25,20,100,6305.0
26,20,100,6763.561797752809
27,20,100,6674.0
28,20,100,6544.0
29,20,100,6634.483146067416
30,20,100,6399.0
31,20,100,4927.134831460674
32,20,100,5663.370786516854
1,20,500,6798.202247191011
2,20,500,6640.0
3,20,500,6718.123595505618
4,20,500,6840.921348314607
5,20,500,5883.089887640449
6,20,500,6259.0
7,20,500,6543.640449438202
1,20,1000,6252.0
2,20,1000,6182.887640449438
3,20,1000,6939.640449438202
